"Sample_ID","Sample_ID_orig","Site_ID","Dataset_ID","Taxon","Group","Source_quality","Age_class","Material_type","Matrix","d2H","d2H.sd","d18O","d18O.sd","Sample_comments"
1043,NA,633,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-86,0.56,NA,NA,NA
1044,NA,634,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-78.78,0.56,NA,NA,NA
1045,NA,635,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.03,0.56,NA,NA,NA
1046,NA,636,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-78.75,0.56,NA,NA,NA
1047,NA,637,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-73.76,0.56,NA,NA,NA
1048,NA,638,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-80.31,0.56,NA,NA,NA
1049,NA,639,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.94,0.56,NA,NA,NA
1050,NA,567,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.65,0.56,NA,NA,NA
1051,NA,640,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-35.55,0.56,NA,NA,NA
1052,NA,641,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.3,0.56,NA,NA,NA
1053,NA,583,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.56,0.56,NA,NA,NA
1054,NA,642,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-30.4,0.56,NA,NA,NA
1055,NA,643,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-79.36,0.56,NA,NA,NA
1056,NA,644,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-80,0.56,NA,NA,NA
1057,NA,471,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-60.15,0.56,NA,NA,NA
1058,NA,645,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-56.77,0.56,NA,NA,NA
1059,NA,646,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-70.44,0.56,NA,NA,NA
1060,NA,647,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-59.58,0.56,NA,NA,NA
1061,NA,648,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-66.55,0.56,NA,NA,NA
1062,NA,649,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-50.9,0.56,NA,NA,NA
1063,NA,482,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.26,0.56,NA,NA,NA
1064,NA,650,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-39.05,0.56,NA,NA,NA
1065,NA,651,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-29.4,0.56,NA,NA,NA
1066,NA,652,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-35.98,0.56,NA,NA,NA
1067,NA,653,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-16,0.56,NA,NA,NA
1068,NA,494,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-23.13,0.56,NA,NA,NA
1069,NA,654,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-14.7,0.56,NA,NA,NA
1070,NA,655,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.65,0.56,NA,NA,NA
1071,NA,656,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-12.63,0.56,NA,NA,NA
1072,NA,657,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-11.92,0.56,NA,NA,NA
1073,NA,658,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-22.48,0.56,NA,NA,NA
1074,NA,659,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-14.03,0.56,NA,NA,NA
1075,NA,513,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.4,0.56,NA,NA,NA
1076,NA,514,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-51.01,0.56,NA,NA,NA
1077,NA,660,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-89.83,0.56,NA,NA,NA
1078,NA,661,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-36.35,0.56,NA,NA,NA
1079,NA,662,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.08,0.56,NA,NA,NA
1080,NA,277,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-12.05,0.56,NA,NA,NA
1081,NA,663,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-36.93,0.56,NA,NA,NA
1082,NA,664,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.23,0.56,NA,NA,NA
1083,NA,665,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-55.52,0.56,NA,NA,NA
1084,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-65.56,0.56,NA,NA,NA
1085,NA,322,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-25.15,0.56,NA,NA,NA
1086,NA,666,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-21.66,0.56,NA,NA,NA
1087,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-55.07,0.56,NA,NA,NA
1088,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-45.63,0.56,NA,NA,NA
1089,NA,667,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-58.94,0.56,NA,NA,NA
1090,NA,668,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.53,0.56,NA,NA,NA
1091,NA,669,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-73.94,0.56,NA,NA,NA
1092,NA,371,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-64.59,0.56,NA,NA,NA
1093,NA,670,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-20.82,0.56,NA,NA,NA
1094,NA,545,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-11.62,0.56,NA,NA,NA
1095,NA,671,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-6.28,0.56,NA,NA,NA
1096,NA,672,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",6.14,0.56,NA,NA,NA
1097,NA,673,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87,0.56,NA,NA,NA
1098,NA,674,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-106,0.56,NA,NA,NA
1099,NA,558,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-70.93,0.56,NA,NA,NA
1100,NA,446,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-83.92,0.56,NA,NA,NA
1101,NA,675,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.48,0.56,NA,NA,NA
1102,NA,584,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.9,0.56,NA,NA,NA
1103,NA,468,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-64.07,0.56,NA,NA,NA
1104,NA,676,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-23.25,0.56,NA,NA,NA
1105,NA,677,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.89,0.56,NA,NA,NA
1106,NA,678,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-40.62,0.56,NA,NA,NA
1107,NA,489,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-37.67,0.56,NA,NA,NA
1108,NA,679,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-37.76,0.56,NA,NA,NA
1109,NA,680,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-97.78,0.56,NA,NA,NA
1110,NA,681,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-8.92,0.56,NA,NA,NA
1111,NA,682,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-2.95,0.56,NA,NA,NA
1112,NA,683,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-143,0.56,NA,NA,NA
1113,NA,684,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-109,0.56,NA,NA,NA
1114,NA,685,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-121,0.56,NA,NA,NA
1115,NA,686,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-112,0.56,NA,NA,NA
1116,NA,686,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-138,0.56,NA,NA,NA
1117,NA,687,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-167,0.56,NA,NA,NA
1118,NA,688,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-134,0.56,NA,NA,NA
1119,NA,688,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-159,0.56,NA,NA,NA
1120,NA,689,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-155,0.56,NA,NA,NA
1121,NA,689,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-178,0.56,NA,NA,NA
1122,NA,689,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-154,0.56,NA,NA,NA
1123,NA,690,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-155,0.56,NA,NA,NA
1124,NA,690,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-160,0.56,NA,NA,NA
1125,NA,690,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-125,0.56,NA,NA,NA
1126,NA,691,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-141,0.56,NA,NA,NA
1127,NA,692,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-71,0.56,NA,NA,NA
1128,NA,692,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-142,0.56,NA,NA,NA
1129,NA,693,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-166,0.56,NA,NA,NA
1130,NA,694,2,"Euphagus carolinus","Passerine","presumed known source",NA,"Feather","Keratin",-111,0.56,NA,NA,NA
1131,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-116,0.56,NA,NA,NA
1132,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-100,0.56,NA,NA,NA
1133,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-121,0.56,NA,NA,NA
1134,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-133,0.56,NA,NA,NA
1135,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-121,0.56,NA,NA,NA
1136,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-133,0.56,NA,NA,NA
1137,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-124,0.56,NA,NA,NA
1138,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-124,0.56,NA,NA,NA
1139,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-103,0.56,NA,NA,NA
1140,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-126,0.56,NA,NA,NA
1141,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-99,0.56,NA,NA,NA
1142,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-128,0.56,NA,NA,NA
1143,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-138,0.56,NA,NA,NA
1144,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-126,0.56,NA,NA,NA
1145,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-140,0.56,NA,NA,NA
1146,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-129,0.56,NA,NA,NA
1147,NA,695,2,"Euphagus carolinus","Passerine","known source",NA,"Feather","Keratin",-124,0.56,NA,NA,NA
1148,NA,696,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-73,2,NA,NA,NA
1149,NA,696,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-79,2,NA,NA,NA
1150,NA,697,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-119,2,NA,NA,NA
1151,NA,697,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-123,2,NA,NA,NA
1152,NA,697,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-88,2,NA,NA,NA
1153,NA,697,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-103,2,NA,NA,NA
1154,NA,698,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-105,2,NA,NA,NA
1155,NA,698,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-96,2,NA,NA,NA
1156,NA,698,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-101,2,NA,NA,NA
1157,NA,699,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-107,2,NA,NA,NA
1158,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-143,2,NA,NA,NA
1159,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-150,2,NA,NA,NA
1160,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-148,2,NA,NA,NA
1161,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-133,2,NA,NA,NA
1162,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-146,2,NA,NA,NA
1163,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-146,2,NA,NA,NA
1164,NA,700,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-156,2,NA,NA,NA
1165,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-110,2,NA,NA,NA
1166,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-110,2,NA,NA,NA
1167,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-111,2,NA,NA,NA
1168,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-109,2,NA,NA,NA
1169,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-114,2,NA,NA,NA
1170,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-123,2,NA,NA,NA
1171,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-112,2,NA,NA,NA
1172,NA,701,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-91,2,NA,NA,NA
1173,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-137,2,NA,NA,NA
1174,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-135,2,NA,NA,NA
1175,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-135,2,NA,NA,NA
1176,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-119,2,NA,NA,NA
1177,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-121,2,NA,NA,NA
1178,NA,702,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-121,2,NA,NA,NA
1179,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-68,2,NA,NA,NA
1180,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-65,2,NA,NA,NA
1181,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-53,2,NA,NA,NA
1182,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-46,2,NA,NA,NA
1183,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-54,2,NA,NA,NA
1184,NA,703,3,"Setophaga ruticilla","Passerine","presumed known source",NA,"Feather","Keratin",-53,2,NA,NA,NA
1185,NA,704,3,"Dumetella carolinensis","Passerine","presumed known source",NA,"Feather","Keratin",-117,2,NA,NA,NA
1186,NA,704,3,"Dumetella carolinensis","Passerine","presumed known source",NA,"Feather","Keratin",-115,2,NA,NA,NA
1187,NA,701,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-67,2,NA,NA,NA
1188,NA,701,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-87,2,NA,NA,NA
1189,NA,701,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-79,2,NA,NA,NA
1190,NA,704,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-91,2,NA,NA,NA
1191,NA,704,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-110,2,NA,NA,NA
1192,NA,704,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-104,2,NA,NA,NA
1193,NA,704,3,"Empidonax minimus","Passerine","presumed known source",NA,"Feather","Keratin",-105,2,NA,NA,NA
1194,NA,696,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-75,2,NA,NA,NA
1195,NA,696,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-88,2,NA,NA,NA
1196,NA,697,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-97,2,NA,NA,NA
1197,NA,697,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-72,2,NA,NA,NA
1198,NA,697,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-97,2,NA,NA,NA
1199,NA,699,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-72,2,NA,NA,NA
1200,NA,699,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-73,2,NA,NA,NA
1201,NA,699,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-87,2,NA,NA,NA
1202,NA,705,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-60,2,NA,NA,NA
1203,NA,705,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-64,2,NA,NA,NA
1204,NA,705,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-70,2,NA,NA,NA
1205,NA,705,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-66,2,NA,NA,NA
1206,NA,705,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-63,2,NA,NA,NA
1207,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-114,2,NA,NA,NA
1208,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-114,2,NA,NA,NA
1209,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-112,2,NA,NA,NA
1210,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-122,2,NA,NA,NA
1211,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-125,2,NA,NA,NA
1212,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-121,2,NA,NA,NA
1213,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-117,2,NA,NA,NA
1214,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-113,2,NA,NA,NA
1215,NA,701,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-114,2,NA,NA,NA
1216,NA,706,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-66,2,NA,NA,NA
1217,NA,706,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-62,2,NA,NA,NA
1218,NA,706,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-59,2,NA,NA,NA
1219,NA,706,3,"Seiurus aurocapilla","Passerine","presumed known source",NA,"Feather","Keratin",-61,2,NA,NA,NA
