"Sample_ID","Sample_ID_orig","Site_ID","Dataset_ID","Taxon","Group","Source_quality","Age_class","Material_type","Matrix","d2H","d2H.sd","d18O","d18O.sd","Sample_comments"
823,NA,465,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-62.83,0.56,NA,NA,NA
824,NA,466,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-69.78,0.56,NA,NA,NA
825,NA,467,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-79.39,0.56,NA,NA,NA
826,NA,468,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-62.42,0.56,NA,NA,NA
827,NA,469,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-63.84,0.56,NA,NA,NA
828,NA,470,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.53,0.56,NA,NA,NA
829,NA,471,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-65.99,0.56,NA,NA,NA
830,NA,472,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-64.39,0.56,NA,NA,NA
831,NA,473,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-74.87,0.56,NA,NA,NA
832,NA,474,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-69.98,0.56,NA,NA,NA
833,NA,475,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-67.96,0.56,NA,NA,NA
834,NA,476,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-61.74,0.56,NA,NA,NA
835,NA,477,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-64.54,0.56,NA,NA,NA
836,NA,478,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-63.14,0.56,NA,NA,NA
837,NA,479,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-65.24,0.56,NA,NA,NA
838,NA,480,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-47.31,0.56,NA,NA,NA
839,NA,481,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-56.43,0.56,NA,NA,NA
840,NA,481,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-55,0.56,NA,NA,NA
841,NA,482,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.43,0.56,NA,NA,NA
842,NA,483,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-46.47,0.56,NA,NA,NA
843,NA,484,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-35.73,0.56,NA,NA,NA
844,NA,485,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.54,0.56,NA,NA,NA
845,NA,486,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-40.79,0.56,NA,NA,NA
846,NA,486,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.83,0.56,NA,NA,NA
847,NA,487,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.84,0.56,NA,NA,NA
848,NA,488,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-37.51,0.56,NA,NA,NA
849,NA,489,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-48.01,0.56,NA,NA,NA
850,NA,490,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-29.16,0.56,NA,NA,NA
851,NA,491,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-28.49,0.56,NA,NA,NA
852,NA,492,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.9,0.56,NA,NA,NA
853,NA,493,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.71,0.56,NA,NA,NA
854,NA,494,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.29,0.56,NA,NA,NA
855,NA,495,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-14.55,0.56,NA,NA,NA
856,NA,496,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-23.9,0.56,NA,NA,NA
857,NA,497,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-9.19,0.56,NA,NA,NA
858,NA,498,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.69,0.56,NA,NA,NA
859,NA,499,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-11.59,0.56,NA,NA,NA
860,NA,500,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-8.6,0.56,NA,NA,NA
861,NA,501,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-13.03,0.56,NA,NA,NA
862,NA,502,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-7.44,0.56,NA,NA,NA
863,NA,503,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-16.78,0.56,NA,NA,NA
864,NA,504,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-2.85,0.56,NA,NA,NA
865,NA,505,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-17.8,0.56,NA,NA,NA
866,NA,505,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-12.94,0.56,NA,NA,NA
867,NA,506,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-17.46,0.56,NA,NA,NA
868,NA,507,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-45.08,0.56,NA,NA,NA
869,NA,508,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-2.58,0.56,NA,NA,NA
870,NA,509,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-17.07,0.56,NA,NA,NA
871,NA,510,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-10.43,0.56,NA,NA,NA
872,NA,511,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.42,0.56,NA,NA,NA
873,NA,512,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-53.28,0.56,NA,NA,NA
874,NA,513,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-35.98,0.56,NA,NA,NA
875,NA,243,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-23.76,0.56,NA,NA,NA
876,NA,514,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-30.58,0.56,NA,NA,NA
877,NA,515,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-39.2,0.56,NA,NA,NA
878,NA,516,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-16.83,0.56,NA,NA,NA
879,NA,517,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-112.44,0.56,NA,NA,NA
880,NA,518,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.25,0.56,NA,NA,NA
881,NA,519,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-26.82,0.56,NA,NA,NA
882,NA,520,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.97,0.56,NA,NA,NA
883,NA,521,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-13.95,0.56,NA,NA,NA
884,NA,521,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-11.57,0.56,NA,NA,NA
885,NA,522,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-8.45,0.56,NA,NA,NA
886,NA,523,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-45.38,0.56,NA,NA,NA
887,NA,524,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.17,0.56,NA,NA,NA
888,NA,525,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.58,0.56,NA,NA,NA
889,NA,526,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-30.13,0.56,NA,NA,NA
890,NA,527,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-29.55,0.56,NA,NA,NA
891,NA,528,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-36.29,0.56,NA,NA,NA
892,NA,286,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.83,0.56,NA,NA,NA
893,NA,294,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-54.4,0.56,NA,NA,NA
894,NA,294,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-42.28,0.56,NA,NA,NA
895,NA,529,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-70.92,0.56,NA,NA,NA
896,NA,295,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-50.2,0.56,NA,NA,NA
897,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-66.61,0.56,NA,NA,NA
898,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-68.19,0.56,NA,NA,NA
899,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-65.54,0.56,NA,NA,NA
900,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-73.31,0.56,NA,NA,NA
901,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-58.66,0.56,NA,NA,NA
902,NA,296,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-69.56,0.56,NA,NA,NA
903,NA,530,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.52,0.56,NA,NA,NA
904,NA,531,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.15,0.56,NA,NA,NA
905,NA,532,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-42.02,0.56,NA,NA,NA
906,NA,533,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-51.72,0.56,NA,NA,NA
907,NA,534,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-48.68,0.56,NA,NA,NA
908,NA,535,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-38.5,0.56,NA,NA,NA
909,NA,535,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.73,0.56,NA,NA,NA
910,NA,320,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.94,0.56,NA,NA,NA
911,NA,536,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-55.84,0.56,NA,NA,NA
912,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-47.37,0.56,NA,NA,NA
913,NA,537,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.8,0.56,NA,NA,NA
914,NA,538,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.57,0.56,NA,NA,NA
915,NA,539,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-35.41,0.56,NA,NA,NA
916,NA,540,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.99,0.56,NA,NA,NA
917,NA,541,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.83,0.56,NA,NA,NA
918,NA,358,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-109.82,0.56,NA,NA,NA
919,NA,366,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-52.65,0.56,NA,NA,NA
920,NA,368,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-60.16,0.56,NA,NA,NA
921,NA,542,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-69.23,0.56,NA,NA,NA
922,NA,543,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-17.1,0.56,NA,NA,NA
923,NA,544,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.68,0.56,NA,NA,NA
924,NA,545,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-3.37,0.56,NA,NA,NA
925,NA,546,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",1.67,0.56,NA,NA,NA
926,NA,546,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",10.5,0.56,NA,NA,NA
927,NA,547,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-9.35,0.56,NA,NA,NA
928,NA,548,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-9.31,0.56,NA,NA,NA
929,NA,549,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-16.82,0.56,NA,NA,NA
930,NA,550,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",3.28,0.56,NA,NA,NA
931,NA,551,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.63,0.56,NA,NA,NA
932,NA,552,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-92.74,0.56,NA,NA,NA
933,NA,553,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-126.57,0.56,NA,NA,NA
934,NA,554,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-122.62,0.56,NA,NA,NA
935,NA,555,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-105.25,0.56,NA,NA,NA
936,NA,556,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-67.56,0.56,NA,NA,NA
937,NA,557,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-83.88,0.56,NA,NA,NA
938,NA,558,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-59.19,0.56,NA,NA,NA
939,NA,559,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-58.33,0.56,NA,NA,NA
940,NA,560,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-91.12,0.56,NA,NA,NA
941,NA,561,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.52,0.56,NA,NA,NA
942,NA,446,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-86.73,0.56,NA,NA,NA
943,NA,562,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.1,0.56,NA,NA,NA
944,NA,563,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-83.88,0.56,NA,NA,NA
945,NA,564,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-133.19,0.56,NA,NA,NA
946,NA,565,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-89.7,0.56,NA,NA,NA
947,NA,566,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-80.74,0.56,NA,NA,NA
948,NA,567,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-93.6,0.56,NA,NA,NA
949,NA,568,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-92.58,0.56,NA,NA,NA
950,NA,569,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-93.78,0.56,NA,NA,NA
951,NA,570,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.08,0.56,NA,NA,NA
952,NA,571,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-93.75,0.56,NA,NA,NA
953,NA,572,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.66,0.56,NA,NA,NA
954,NA,573,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-86.33,0.56,NA,NA,NA
955,NA,574,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-80.95,0.56,NA,NA,NA
956,NA,574,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-78.86,0.56,NA,NA,NA
957,NA,575,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-69.78,0.56,NA,NA,NA
958,NA,576,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-82.72,0.56,NA,NA,NA
959,NA,426,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-48.37,0.56,NA,NA,NA
960,NA,427,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-66.08,0.56,NA,NA,NA
961,NA,577,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.86,0.56,NA,NA,NA
962,NA,577,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-87.18,0.56,NA,NA,NA
963,NA,578,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-56.84,0.56,NA,NA,NA
964,NA,579,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-88.43,0.56,NA,NA,NA
965,NA,580,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-86.6,0.56,NA,NA,NA
966,NA,581,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.99,0.56,NA,NA,NA
967,NA,582,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-40.62,0.56,NA,NA,NA
968,NA,583,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-79.54,0.56,NA,NA,NA
969,NA,461,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-23.7,0.56,NA,NA,NA
970,NA,584,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-21.49,0.56,NA,NA,NA
971,NA,585,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.73,0.56,NA,NA,NA
972,NA,586,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-26.72,0.56,NA,NA,NA
973,NA,587,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-71.96,0.56,NA,NA,NA
974,NA,587,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-92.92,0.56,NA,NA,NA
975,NA,588,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-58.57,0.56,NA,NA,NA
976,NA,589,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.22,0.56,NA,NA,NA
977,NA,590,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.54,0.56,NA,NA,NA
978,NA,590,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-40.43,0.56,NA,NA,NA
979,NA,488,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.44,0.56,NA,NA,NA
980,NA,591,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-45.17,0.56,NA,NA,NA
981,NA,592,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-24.68,0.56,NA,NA,NA
982,NA,593,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-12.1,0.56,NA,NA,NA
983,NA,594,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-53.04,0.56,NA,NA,NA
984,NA,595,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-111.93,0.56,NA,NA,NA
985,NA,596,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.87,0.56,NA,NA,NA
986,NA,597,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-24.69,0.56,NA,NA,NA
987,NA,598,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-44.5,0.56,NA,NA,NA
988,NA,599,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-25.32,0.56,NA,NA,NA
989,NA,599,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-17.18,0.56,NA,NA,NA
990,NA,600,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-43.45,0.56,NA,NA,NA
991,NA,601,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-22.5,0.56,NA,NA,NA
992,NA,602,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-25.46,0.56,NA,NA,NA
993,NA,603,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-9.37,0.56,NA,NA,NA
994,NA,604,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.55,0.56,NA,NA,NA
995,NA,605,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-16.42,0.56,NA,NA,NA
996,NA,606,2,"Anthus spragueii","Passerine","known source",NA,"Feather","Keratin",-118,0.56,NA,NA,NA
997,NA,606,2,"Anthus spragueii","Passerine","known source",NA,"Feather","Keratin",-112,0.56,NA,NA,NA
998,NA,606,2,"Anthus spragueii","Passerine","known source",NA,"Feather","Keratin",-112,0.56,NA,NA,NA
999,NA,607,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-46.63,0.56,NA,NA,NA
1000,NA,241,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-51.2,0.56,NA,NA,NA
1001,NA,245,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-50.9,0.56,NA,NA,NA
1002,NA,608,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-48.68,0.56,NA,NA,NA
1003,NA,609,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-41.08,0.56,NA,NA,NA
1004,NA,257,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.02,0.56,NA,NA,NA
1005,NA,610,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.36,0.56,NA,NA,NA
1006,NA,611,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-18.06,0.56,NA,NA,NA
1007,NA,612,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-5.92,0.56,NA,NA,NA
1008,NA,613,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",1.73,0.56,NA,NA,NA
1009,NA,271,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-7.08,0.56,NA,NA,NA
1010,NA,275,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-14.33,0.56,NA,NA,NA
1011,NA,614,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.26,0.56,NA,NA,NA
1012,NA,615,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-27.38,0.56,NA,NA,NA
1013,NA,616,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-26.3,0.56,NA,NA,NA
1014,NA,286,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-33.64,0.56,NA,NA,NA
1015,NA,293,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-50.59,0.56,NA,NA,NA
1016,NA,294,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-50.78,0.56,NA,NA,NA
1017,NA,617,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-39.34,0.56,NA,NA,NA
1018,NA,298,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.58,0.56,NA,NA,NA
1019,NA,618,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-31.26,0.56,NA,NA,NA
1020,NA,619,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-26.07,0.56,NA,NA,NA
1021,NA,620,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.41,0.56,NA,NA,NA
1022,NA,331,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.6,0.56,NA,NA,NA
1023,NA,621,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-47.75,0.56,NA,NA,NA
1024,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-79.02,0.56,NA,NA,NA
1025,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-56.68,0.56,NA,NA,NA
1026,NA,334,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-53.47,0.56,NA,NA,NA
1027,NA,622,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-32.63,0.56,NA,NA,NA
1028,NA,623,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-19.68,0.56,NA,NA,NA
1029,NA,343,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-22.47,0.56,NA,NA,NA
1030,NA,624,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-34.97,0.56,NA,NA,NA
1031,NA,365,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-62.26,0.56,NA,NA,NA
1032,NA,625,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-68.32,0.56,NA,NA,NA
1033,NA,371,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-63.92,0.56,NA,NA,NA
1034,NA,372,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-83.48,0.56,NA,NA,NA
1035,NA,626,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",0.93,0.56,NA,NA,NA
1036,NA,627,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",21.38,0.56,NA,NA,NA
1037,NA,628,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-13.07,0.56,NA,NA,NA
1038,NA,629,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-3.11,0.56,NA,NA,NA
1039,NA,630,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",1.88,0.56,NA,NA,NA
1040,NA,631,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-13.4,0.56,NA,NA,NA
1041,NA,393,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",-11.41,0.56,NA,NA,NA
1042,NA,632,2,"Lanius ludovicianus","Passerine","presumed known source",NA,"Feather","Keratin",3.25,0.56,NA,NA,NA
